"Description","added_date","agency_logo","agency_name","amenities","area","area_unit","bathrooms","bedrooms","city","contact_name","currency","external_id","latitude","location","longitude","phone_number","photos/0","photos/1","photos/2","photos/3","photos/4","photos/5","photos/6","photos/7","photos/8","photos/9","photos/10","photos/11","photos/12","photos/13","photos/14","photos/15","photos/16","photos/17","photos/18","photos/19","photos/20","photos/21","photos/22","photos/23","photos/24","photos/25","photos/26","photos/27","photos/28","photos/29","photos/30","photos/31","photos/32","photos/33","photos/34","photos/35","photos/36","photos/37","photos/38","photos/39","photos/40","photos/41","photos/42","photos/43","photos/44","photos/45","photos/46","photos/47","photos/48","photos/49","price","property_type","purpose","source","title","url"
"Brand New Flat in Good Location For Rent In Sector H-13 Islamabad. 2-Bed with attach Bath, TV Lounge and Kitchen. For Further Information Contact Us. . . Malik Property Advisor & Builders.","2026-03-10T08:30:48.000Z",,"Malik Property Advisor & Builders","Built in year: 2025 | Parking Spaces | Double Glazed Windows: Yes | Central Air Conditioning: Yes | Central Heating: Yes | Flooring: Tiles | Waste Disposal: Yes | Floor | Floors in Building: 4 | Service Elevators in Building: Yes | Bedrooms: 2 | Bathrooms: 2 | Drawing Room: Yes | Kitchens | Lounge or Sitting Room: Yes | Broadband Internet Access: Yes | Satellite or Cable TV Ready: Yes | Conference Room in Building: Yes | ATM Machines: Yes | Day Care Centre: Yes | Kids Play Area: Yes | Mosque: Yes | Nearby Schools: 1km Away | Nearby Hospitals: 1km Away | Nearby Shopping Malls: 1km Away | Nearby Restaurants: 1km Away | Distance From Airport (kms): 15km Away | Nearby Public Transport Service: 1km Away","650","sqft","2","2","Islamabad","Malik Property Advisor & Builders","PKR","53906793","33.637489","H-13","72.972193","+923105155452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36000","flat","rent","zameen.com","Brand New Flat in Good Location For Rent In Sector H-13 Islamabad.","https://www.zameen.com/Property/islamabad_h-13_brand_new_flat_in_good_location_for_rent_in_sector_h-13_islamabad-53906793-1039-4.html"
"Brand New Thirty Marlas Corner House Ground Portion For Rent In Cda Sector F11 Islamabad Main Nazimudin Road Ideal Location Opposit Park Near Market School &Amp; Mosque Reasonable Rent For Further Details Are More Information Only Call","2026-03-10T07:34:59.000Z",,"MBA Consultant & Builders Pvt Limited","Built in year: 2026 | View: Rwp | Parking Spaces | Double Glazed Windows: Yes | Central Air Conditioning: Yes | Central Heating: Yes | Flooring: Tiles | Electricity Backup: Other | Waste Disposal: Yes | Floors: 2 | Other Main Features: All facilities | Security Staff: Yes","6750","sqft","5","4","Islamabad","Mian Musa","PKR","53924373","33.679211","F-11, F-11/1","72.988787","+923338045444",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"400000","lower portion","rent","zameen.com","1.5 Kanal Ground Portion Corner House For Rent","https://www.zameen.com/Property/f_11_f-11_1_1_5_kanal_ground_portion_corner_house_for_rent-53924373-3282-4.html"
"Prime Location A House In Green Avenue Comes With Many Benefits, Prime Among Which Is The Ease Of Access To Public Transport And Facilities. A Property Valued At Rs. 50000 At A Prime Location Is Something You Should Grab Before Someone Else. This Rental Option Is Lucrative Enough To Attract Many Takers, So Take Your Chance Now Or Miss Out! House Comes With Spacious Rooms And Amenities, Making For A Comfortable Place To Live. The 5 Marla Property You Are Looking For Is Now Here. You Can Find Modern Design Properties In Green Avenue As It Is Rapidly Developing With New Projects Coming Up Frequently. We'Re Just A Ring Away. So, Grab The Phone And Give Us A Call.","2026-03-10T10:05:16.000Z","https://media.zameen.com/thumbnails/282009213-120x90.webp","Shayan Property Advisor",,"5","marla","3","3","Islamabad","Muhammad Qadeer","PKR","53924987","33.668941","Green Avenue","73.151413","+923325284287",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50000","house","rent","zameen.com","5 Marla House For Rent In Green Avenue, Chatha Bakhtawar, Islamabad.","https://www.zameen.com/Property/islamabad_green_avenue_5_marla_house_for_rent_in_green_avenue_chatha_bakhtawar_islamabad-53924987-8566-4.html"
"A neat and fully furnished upper portion is available for rent in the prime sector of F-7. Offering a beautiful Margalla Hills view, this portion is ideal for single professionals or couples seeking a peaceful and secure living environment. Property Features: 1 Bedroom 2 Bathrooms Living Area Kitchen Tile Flooring Fully Furnished 1 Kanal House Stunning Margalla Hills View Rent Demand: PKR 150,000 per month Located in a highly desirable and secure neighborhood with easy access to markets and main roads. For further details and visit arrangements, please contact.","2026-03-09T18:39:03.000Z","https://media.zameen.com/thumbnails/20470904-120x90.webp","Al Sahar Estate","Built in year: 2030 | View: Margalla | Parking Spaces: 1 | Double Glazed Windows: Yes | Central Air Conditioning: Yes | Central Heating: Yes | Flooring: Tiles | Electricity Backup: Ups | Waste Disposal: Yes | Floors: 2 | Other Main Features: good  | Furnished: Yes | Bedrooms: 1 | Bathrooms: 2 | Servant Quarters: 1 | Drawing Room: Yes | Dining Room: Yes | Kitchens: 1 | Study Room: Yes | Prayer Room: Yes | Powder Room : Yes | Gym: Yes | Store Rooms: 2 | Steam Room: Yes | Lounge or Sitting Room: Yes | Laundry Room: Yes | Other Rooms: 2 | Broadband Internet Access: Yes | Satellite or Cable TV Ready: Yes | Intercom: Yes | Other Business and Communication Facilities: avaliable  | Community Lawn or Garden: Yes | Community Swimming Pool: Yes | Community Gym: Yes | First Aid or Medical Centre: Yes | Day Care Centre: Yes | Kids Play Area: Yes | Barbeque Area: Yes | Mosque: Yes | Community Centre: Yes | Other Community Facilities: avaliable  | Lawn or Garden: Yes | Swimming Pool: Yes | Sauna: Yes | Jacuzzi: Yes | Other Healthcare and Recreation Facilities: avaliable  | Nearby Schools: 10 | Nearby Hospitals: 10 | Nearby Shopping Malls: 10 | Nearby Restaurants: 10 | Distance From Airport (kms): 10 | Nearby Public Transport Service: 10 | Other Nearby Places: 10 | Maintenance Staff: Yes | Security Staff: Yes | Facilities for Disabled: Yes | Other Facilities: avaliable","1","kanal","2","1","Islamabad","Nasir Mahmood","PKR","53846170","33.720413","F-7","73.056493","+923012607838","https://media.zameen.com/thumbnails/294514200-800x600.webp","https://media.zameen.com/thumbnails/294514201-800x600.webp","https://media.zameen.com/thumbnails/294514202-800x600.webp","https://media.zameen.com/thumbnails/294514203-800x600.webp","https://media.zameen.com/thumbnails/294514204-800x600.webp","https://media.zameen.com/thumbnails/294514205-800x600.webp","https://media.zameen.com/thumbnails/294514206-800x600.webp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"150000","upper portion","rent","zameen.com","Fully Furnished Upper Portion for Rent in F-7 1 Bed | 1 Kanal | Margalla Hills View","https://www.zameen.com/Property/islamabad_f-7_fully_furnished_upper_portion_for_rent_in_f-7_1_bed_1_kanal_margalla_hills_view-53846170-165-4.html"
"Margalla And City View Beautiful Unfurnished Apartment 2 Bedroom Attached Bath Drawing Dining Kitchen Study Room Attached Bath Powder Room Swimming Pool Gym Etc Centrally Heating And Cooling System Installed Built-In Fridge And Oven Underground Secure Parking Suitable For Diplomats, Families, Forginers, Executives Etc","2026-03-09T09:08:50.000Z","https://media.zameen.com/thumbnails/20474838-120x90.webp","Jeddah Property","Built in year: 2020 | View: beautiful  | Parking Spaces: 1 | Lobby in Building: Yes | Double Glazed Windows: Yes | Central Air Conditioning: Yes | Central Heating: Yes | Flooring: Tiles | Electricity Backup: Generator | Waste Disposal: Yes | Floor: 10 | Floors in Building: 20 | Elevators: 3 | Service Elevators in Building: Yes | Other Main Features: 1 | Furnished: Yes | Bedrooms: 2 | Bathrooms: 4 | Servant Quarters: 1 | Drawing Room: Yes | Dining Room: Yes | Kitchens: 1 | Study Room: Yes | Prayer Room: Yes | Powder Room : Yes | Gym: Yes | Store Rooms: 1 | Steam Room: Yes | Lounge or Sitting Room: Yes | Laundry Room: Yes | Other Rooms: 3 | Broadband Internet Access: Yes | Satellite or Cable TV Ready: Yes | Business Center or Media Room in Building: Yes | Conference Room in Building: Yes | Intercom: Yes | ATM Machines: Yes | Other Business and Communication Facilities: Yes | Community Lawn or Garden: Yes | Community Swimming Pool: Yes | Community Gym: Yes | First Aid or Medical Centre: Yes | Day Care Centre: Yes | Kids Play Area: Yes | Barbeque Area: Yes | Mosque: Yes | Community Centre: Yes | Other Community Facilities: Yes | Sauna: Yes | Jacuzzi: Yes | Other Healthcare and Recreation Facilities: Yes | Nearby Schools: Yes | Nearby Hospitals: Yes | Nearby Shopping Malls: Yes | Nearby Restaurants: Yes | Distance From Airport (kms): Yes | Nearby Public Transport Service: Yes | Other Nearby Places: Yes | Maintenance Staff: Yes | Security Staff: Yes | Laundry or Dry Cleaning Facility: Yes | Facilities for Disabled: Yes | Pet Policy: Allowed | Other Facilities: Yes","9","marla","4","2","Islamabad","M. Zubair H. Mughal","PKR","53778779","33.707982","F-8, The Centaurus","73.050476","+923335109349","https://media.zameen.com/thumbnails/294134163-800x600.webp","https://media.zameen.com/thumbnails/294039565-800x600.webp","https://media.zameen.com/thumbnails/293942738-800x600.webp","https://media.zameen.com/thumbnails/294134162-800x600.webp","https://media.zameen.com/thumbnails/294039566-800x600.webp","https://media.zameen.com/thumbnails/294134171-800x600.webp","https://media.zameen.com/thumbnails/294039574-800x600.webp","https://media.zameen.com/thumbnails/293942743-800x600.webp","https://media.zameen.com/thumbnails/293942746-800x600.webp","https://media.zameen.com/thumbnails/293942728-800x600.webp","https://media.zameen.com/thumbnails/294039573-800x600.webp","https://media.zameen.com/thumbnails/294039564-800x600.webp","https://media.zameen.com/thumbnails/294134170-800x600.webp","https://media.zameen.com/thumbnails/293940127-800x600.webp","https://media.zameen.com/thumbnails/293942745-800x600.webp","https://media.zameen.com/thumbnails/294134165-800x600.webp","https://media.zameen.com/thumbnails/294134164-800x600.webp","https://media.zameen.com/thumbnails/294134173-800x600.webp","https://media.zameen.com/thumbnails/293940128-800x600.webp","https://media.zameen.com/thumbnails/293940133-800x600.webp","https://media.zameen.com/thumbnails/293942718-800x600.webp","https://media.zameen.com/thumbnails/293942719-800x600.webp","https://media.zameen.com/thumbnails/293942720-800x600.webp","https://media.zameen.com/thumbnails/293942721-800x600.webp","https://media.zameen.com/thumbnails/293942723-800x600.webp","https://media.zameen.com/thumbnails/293942724-800x600.webp","https://media.zameen.com/thumbnails/293942726-800x600.webp","https://media.zameen.com/thumbnails/293942727-800x600.webp","https://media.zameen.com/thumbnails/293942729-800x600.webp","https://media.zameen.com/thumbnails/293942731-800x600.webp","https://media.zameen.com/thumbnails/293942732-800x600.webp","https://media.zameen.com/thumbnails/293942733-800x600.webp","https://media.zameen.com/thumbnails/293942737-800x600.webp","https://media.zameen.com/thumbnails/293942739-800x600.webp","https://media.zameen.com/thumbnails/293942740-800x600.webp","https://media.zameen.com/thumbnails/293942741-800x600.webp","https://media.zameen.com/thumbnails/293942742-800x600.webp","https://media.zameen.com/thumbnails/293942744-800x600.webp","https://media.zameen.com/thumbnails/294039567-800x600.webp","https://media.zameen.com/thumbnails/294039568-800x600.webp","https://media.zameen.com/thumbnails/294039572-800x600.webp","https://media.zameen.com/thumbnails/294039569-800x600.webp","https://media.zameen.com/thumbnails/294039570-800x600.webp","https://media.zameen.com/thumbnails/294039571-800x600.webp","https://media.zameen.com/thumbnails/294134166-800x600.webp","https://media.zameen.com/thumbnails/294134167-800x600.webp","https://media.zameen.com/thumbnails/294134168-800x600.webp","https://media.zameen.com/thumbnails/294134169-800x600.webp","https://media.zameen.com/thumbnails/294134172-800x600.webp",,"325000","flat","rent","zameen.com","Centaurus Luxury 2 Bedroom With Study Apartment","https://www.zameen.com/Property/f_8_the_centaurus_centaurus_luxury_2_bedroom_with_study_apartment-53778779-8349-4.html"
"E 11 lower portion for rent 3 bedroom attached bath room D, D TV lounge 1 servnt 2 car parking separate gate demand 160k more options available for contact","2026-03-09T09:02:10.000Z",,"Sagheer Real Estate","Built in year: 2020 | View: sunfaces | Parking Spaces: 2 | Double Glazed Windows: Yes | Central Air Conditioning: Yes | Central Heating: Yes | Flooring: Tiles | Electricity Backup: Ups | Floors: 1 | Other Main Features: all | Bedrooms: 3 | Bathrooms: 3 | Servant Quarters: 1 | Drawing Room: Yes | Dining Room: Yes | Kitchens: 1 | Study Room: Yes | Prayer Room: Yes | Powder Room : Yes | Store Rooms: 1 | Steam Room: Yes | Lounge or Sitting Room: Yes | Laundry Room: Yes | Other Rooms: all | Broadband Internet Access: Yes | Satellite or Cable TV Ready: Yes | Intercom: Yes | Other Business and Communication Facilities: Yes | Community Lawn or Garden: Yes | Community Swimming Pool: Yes | Community Gym: Yes | First Aid or Medical Centre: Yes | Day Care Centre: Yes | Kids Play Area: Yes | Barbeque Area: Yes | Mosque: Yes | Community Centre: Yes | Other Community Facilities: Yes | Lawn or Garden: Yes | Swimming Pool: Yes | Sauna: Yes | Jacuzzi: Yes | Other Healthcare and Recreation Facilities: yesa | Nearby Schools: Yes | Nearby Hospitals: Yes | Nearby Shopping Malls: Yes | Nearby Restaurants: Yes | Distance From Airport (kms): 22 | Nearby Public Transport Service: Yes | Other Nearby Places: Yes | Maintenance Staff: Yes | Security Staff: Yes | Facilities for Disabled: Yes | Other Facilities: all","1","kanal","3","3","Islamabad","Raja Amjad","PKR","53747679","33.698137","E-11","72.978215","+923439565262","https://media.zameen.com/thumbnails/293627416-800x600.webp","https://media.zameen.com/thumbnails/293627417-800x600.webp","https://media.zameen.com/thumbnails/293627418-800x600.webp","https://media.zameen.com/thumbnails/293627419-800x600.webp","https://media.zameen.com/thumbnails/293627420-800x600.webp","https://media.zameen.com/thumbnails/293627421-800x600.webp","https://media.zameen.com/thumbnails/293627422-800x600.webp","https://media.zameen.com/thumbnails/293627423-800x600.webp","https://media.zameen.com/thumbnails/293627424-800x600.webp","https://media.zameen.com/thumbnails/293627425-800x600.webp","https://media.zameen.com/thumbnails/293627426-800x600.webp","https://media.zameen.com/thumbnails/293627427-800x600.webp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"160000","lower portion","rent","zameen.com","Lower Portion For Rent","https://www.zameen.com/Property/islamabad_e-11_lower_portion_for_rent-53747679-329-4.html"
"5 bedrooms 6 bathrooms 2 Kitchen 2 Driwing room Tv lounge 2 Car parking Water boring Separate Electricity meter and gas also Very neat and clean Near to market school nd PCC Near to park Solid construction Tile flooring With all basic facilities For more details contact us","2026-03-09T08:45:08.000Z",,"Ranjha Real Estate","Built in year: 2023 | View: pendi face  | Parking Spaces: 2 | Double Glazed Windows: Yes | Flooring: Tiles | Bedrooms: 4 | Bathrooms: 5 | Servant Quarters: 1 | Drawing Room: Yes | Dining Room: Yes | Kitchens: 2 | Study Room: Yes | Store Rooms: 1 | Laundry Room: Yes | Broadband Internet Access: Yes | Community Lawn or Garden: Yes | Day Care Centre: Yes | Kids Play Area: Yes | Barbeque Area: Yes | Mosque: Yes | Community Centre: Yes | Lawn or Garden: Yes | Nearby Schools: Yes | Nearby Hospitals: Yes | Nearby Shopping Malls: Yes | Nearby Restaurants: Yes | Distance From Airport (kms): 15km  | Nearby Public Transport Service: Yes | Other Nearby Places: yes  | Security Staff: Yes","8","marla","5","4","Islamabad","Fahad Nawaz Cheema","PKR","53849782","33.650065","G-13","72.963681","+923446498287","https://media.zameen.com/thumbnails/295159443-800x600.webp","https://media.zameen.com/thumbnails/295159444-800x600.webp","https://media.zameen.com/thumbnails/295159445-800x600.webp","https://media.zameen.com/thumbnails/295159446-800x600.webp","https://media.zameen.com/thumbnails/295159447-800x600.webp","https://media.zameen.com/thumbnails/295159448-800x600.webp","https://media.zameen.com/thumbnails/295159449-800x600.webp","https://media.zameen.com/thumbnails/295159450-800x600.webp","https://media.zameen.com/thumbnails/295159451-800x600.webp","https://media.zameen.com/thumbnails/295159452-800x600.webp","https://media.zameen.com/thumbnails/295159453-800x600.webp","https://media.zameen.com/thumbnails/295159454-800x600.webp","https://media.zameen.com/thumbnails/295159455-800x600.webp","https://media.zameen.com/thumbnails/295159456-800x600.webp","https://media.zameen.com/thumbnails/295159457-800x600.webp","https://media.zameen.com/thumbnails/295159458-800x600.webp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"195000","house","rent","zameen.com","G-13 30x60 Full House Available For Rent","https://www.zameen.com/Property/islamabad_g-13_g-13_30x60_full_house_available_for_rent-53849782-330-4.html"
"2 master bedrooms 2 attached washrooms 1 kitchen t. v lounge balcony available under ground car parking 24/7 security system contact us for more details","2026-03-09T00:24:55.000Z",,"AQF Real Estate","Built in year: 6 | View: Anytime | Parking Spaces: 1 | Lobby in Building: Yes | Double Glazed Windows: Yes | Central Air Conditioning: Yes | Central Heating: Yes | Flooring: Tiles | Electricity Backup: Generator | Waste Disposal: Yes | Floor: 4 | Floors in Building: 9 | Elevators: 2 | Service Elevators in Building: Yes | Other Main Features: personal lift  | Furnished: Yes | Bedrooms: 2 | Bathrooms: 2 | Servant Quarters: 1 | Drawing Room: Yes | Dining Room: Yes | Kitchens: 1 | Study Room: Yes | Prayer Room: Yes | Powder Room : Yes | Gym: Yes | Store Rooms: 1 | Steam Room: Yes | Lounge or Sitting Room: Yes | Laundry Room: Yes | Other Rooms: Yes | Broadband Internet Access: Yes | Satellite or Cable TV Ready: Yes | Business Center or Media Room in Building: Yes | Conference Room in Building: Yes | Intercom: Yes | ATM Machines: Yes | Other Business and Communication Facilities: Yes | Community Lawn or Garden: Yes | Community Swimming Pool: Yes | Community Gym: Yes | First Aid or Medical Centre: Yes | Day Care Centre: Yes | Kids Play Area: Yes | Barbeque Area: Yes | Mosque: Yes | Community Centre: Yes | Other Community Facilities: Yes | Sauna: Yes | Jacuzzi: Yes | Other Healthcare and Recreation Facilities: Yes | Nearby Schools: Yes | Nearby Hospitals: Yes | Nearby Shopping Malls: Yes | Nearby Restaurants: Yes | Distance From Airport (kms): 35 | Nearby Public Transport Service: Yes | Other Nearby Places: Yes | Maintenance Staff: Yes | Security Staff: Yes | Laundry or Dry Cleaning Facility: Yes | Communal/Shared Kitchen: Yes | Facilities for Disabled: Yes | Pet Policy: Allowed | Other Facilities: yes","6","marla","2","2","Islamabad","N. A Marketing","PKR","52147961","33.698137","E-11","72.978215","+923125496916","https://media.zameen.com/thumbnails/274507949-800x600.webp","https://media.zameen.com/thumbnails/274507951-800x600.webp","https://media.zameen.com/thumbnails/274507953-800x600.webp","https://media.zameen.com/thumbnails/274507955-800x600.webp","https://media.zameen.com/thumbnails/274507956-800x600.webp","https://media.zameen.com/thumbnails/274507958-800x600.webp","https://media.zameen.com/thumbnails/274507960-800x600.webp","https://media.zameen.com/thumbnails/274507961-800x600.webp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110000","flat","rent","zameen.com","E-11 Two Bedrooms Fully Furnished Apartment Available For Rent","https://www.zameen.com/Property/islamabad_e-11_e-11_two_bedrooms_fully_furnished_apartment_available_for_rent-52147961-329-4.html"
"*Original Pictures attached**** About the Property: 6-Bedrooms 6-Washrooms 2- Kitchens 2-TV Lounge 2-drawing room with dining room 3-Car Parking - Tile Flooring Green Lawn - Double Unit House - Ideal Locality - Electricity Meters are available - Water Boring Running & also Water Supply Facility available All Facilities Are Available, Which Is The Need OF Living, - Near to Main Double Road and Kashmir Highway - Near to School, College, University, Market, Masjid Public Transport, Hospitals, and ETC. - located in one of the best locations of G-13 /4","2026-03-08T14:19:18.000Z",,,"View: pindi fase  | Parking Spaces: 3 | Double Glazed Windows: Yes | Central Air Conditioning: Yes | Flooring: Tiles | Bedrooms: 6 | Bathrooms: 6 | Drawing Room: Yes | Dining Room: Yes | Kitchens: 2 | Lounge or Sitting Room: Yes | Laundry Room: Yes | Broadband Internet Access: Yes | Satellite or Cable TV Ready: Yes | Nearby Schools: yes  | Nearby Hospitals: yes  | Nearby Shopping Malls: yes  | Nearby Restaurants: yes  | Nearby Public Transport Service: yes","1","kanal","6","6","Islamabad","Mudasar","PKR","53846364","33.649315","G-13, G-13/4","72.968395","+923495855685","https://media.zameen.com/thumbnails/294517341-800x600.webp","https://media.zameen.com/thumbnails/294517342-800x600.webp","https://media.zameen.com/thumbnails/294517343-800x600.webp","https://media.zameen.com/thumbnails/294517344-800x600.webp","https://media.zameen.com/thumbnails/294517345-800x600.webp","https://media.zameen.com/thumbnails/294517346-800x600.webp","https://media.zameen.com/thumbnails/294517347-800x600.webp","https://media.zameen.com/thumbnails/294517348-800x600.webp","https://media.zameen.com/thumbnails/294517349-800x600.webp","https://media.zameen.com/thumbnails/294517350-800x600.webp","https://media.zameen.com/thumbnails/294517351-800x600.webp","https://media.zameen.com/thumbnails/294517352-800x600.webp","https://media.zameen.com/thumbnails/294517353-800x600.webp","https://media.zameen.com/thumbnails/294517354-800x600.webp","https://media.zameen.com/thumbnails/294517355-800x600.webp","https://media.zameen.com/thumbnails/294517356-800x600.webp","https://media.zameen.com/thumbnails/294517357-800x600.webp","https://media.zameen.com/thumbnails/294517358-800x600.webp","https://media.zameen.com/thumbnails/294517359-800x600.webp","https://media.zameen.com/thumbnails/294517360-800x600.webp","https://media.zameen.com/thumbnails/294517361-800x600.webp","https://media.zameen.com/thumbnails/294517362-800x600.webp","https://media.zameen.com/thumbnails/294517363-800x600.webp","https://media.zameen.com/thumbnails/294517364-800x600.webp","https://media.zameen.com/thumbnails/294517365-800x600.webp","https://media.zameen.com/thumbnails/294517366-800x600.webp","https://media.zameen.com/thumbnails/294517367-800x600.webp","https://media.zameen.com/thumbnails/294517368-800x600.webp","https://media.zameen.com/thumbnails/294517369-800x600.webp","https://media.zameen.com/thumbnails/294517370-800x600.webp","https://media.zameen.com/thumbnails/294517371-800x600.webp","https://media.zameen.com/thumbnails/294517372-800x600.webp","https://media.zameen.com/thumbnails/294517373-800x600.webp","https://media.zameen.com/thumbnails/294517374-800x600.webp","https://media.zameen.com/thumbnails/294517375-800x600.webp","https://media.zameen.com/thumbnails/294517376-800x600.webp","https://media.zameen.com/thumbnails/294517377-800x600.webp","https://media.zameen.com/thumbnails/294517378-800x600.webp","https://media.zameen.com/thumbnails/294517379-800x600.webp","https://media.zameen.com/thumbnails/294517380-800x600.webp","https://media.zameen.com/thumbnails/294517381-800x600.webp","https://media.zameen.com/thumbnails/294517382-800x600.webp","https://media.zameen.com/thumbnails/294517383-800x600.webp","https://media.zameen.com/thumbnails/294517384-800x600.webp","https://media.zameen.com/thumbnails/294517385-800x600.webp","https://media.zameen.com/thumbnails/294517386-800x600.webp","https://media.zameen.com/thumbnails/294517387-800x600.webp","https://media.zameen.com/thumbnails/294517388-800x600.webp",,,"500000","house","rent","zameen.com","Ak Kanal Full House For Rent G13/4","https://www.zameen.com/Property/g_13_g-13_4_ak_kanal_full_house_for_rent_g13_4-53846364-3340-4.html"
"1 Kanal House for Rent with Solar System in DHA Phase 2 Islamabad A well-maintained 1 Kanal house for rent is available in the prime and peaceful location of DHA Phase 2 Islamabad. This spacious house is ideal for families looking for a comfortable home in a secure and well-developed community. The house features 4 spacious bedrooms with 3 well-maintained bathrooms, a large TV lounge, a drawing and dining area, and a modern kitchen designed for practical family living. The layout provides ample space, natural light, and ventilation throughout the home. One of the key highlights of this property is the installed solar system, which helps significantly reduce electricity costs and provides reliable power backup. Located in a prime area of DHA Phase 2, the house is close to parks, schools, mosques, commercial areas, and main access roads, making daily living convenient and comfortable. Key Features: 1 Kanal House for Rent 4 Spacious Bedrooms 3 Bathrooms Solar System Installed TV Lounge Drawing & Dining Area Modern Kitchen Spacious Car Parking Peaceful & Secure Environment Prime Location in DHA Phase 2 A great rental opportunity for families looking to live in one of the most desirable areas of Islamabad.","2026-03-08T11:12:10.000Z","https://media.zameen.com/thumbnails/197384442-120x90.webp","ARK Marketing","Built in year: 2025 | View: Yes | Parking Spaces: 3 | Double Glazed Windows: Yes | Central Air Conditioning: Yes | Central Heating: Yes | Flooring: Tiles | Electricity Backup: Solar | Waste Disposal: Yes | Floors: 2 | Other Main Features: Yes | Furnished: Yes | Bedrooms: 4 | Bathrooms: 3 | Servant Quarters: 1 | Drawing Room: Yes | Dining Room: Yes | Kitchens: 1 | Study Room: Yes | Prayer Room: Yes | Powder Room : Yes | Gym: Yes | Store Rooms: 1 | Steam Room: Yes | Lounge or Sitting Room: Yes | Laundry Room: Yes | Other Rooms: 1 | Broadband Internet Access: Yes | Satellite or Cable TV Ready: Yes | Intercom: Yes | Other Business and Communication Facilities: Yes | Community Lawn or Garden: Yes | Community Swimming Pool: Yes | Community Gym: Yes | First Aid or Medical Centre: Yes | Day Care Centre: Yes | Kids Play Area: Yes | Barbeque Area: Yes | Mosque: Yes | Community Centre: Yes | Other Community Facilities: Yes | Lawn or Garden: Yes | Swimming Pool: Yes | Sauna: Yes | Jacuzzi: Yes | Other Healthcare and Recreation Facilities: Yes | Nearby Schools: aps | Nearby Hospitals: Yes | Nearby Shopping Malls: giga | Nearby Restaurants: jacaranda | Distance From Airport (kms): 45 | Nearby Public Transport Service: Yes | Other Nearby Places: Yes","1","kanal","3","4","Islamabad","Zain Qureshi","PKR","53916480","33.527944","DHA Defence, DHA Defence Phase 2","73.161392","+923399000895","https://media.zameen.com/thumbnails/295150295-800x600.webp","https://media.zameen.com/thumbnails/295150292-800x600.webp","https://media.zameen.com/thumbnails/295150293-800x600.webp","https://media.zameen.com/thumbnails/295150294-800x600.webp","https://media.zameen.com/thumbnails/295150296-800x600.webp","https://media.zameen.com/thumbnails/295150297-800x600.webp","https://media.zameen.com/thumbnails/295150298-800x600.webp","https://media.zameen.com/thumbnails/295150299-800x600.webp","https://media.zameen.com/thumbnails/295150300-800x600.webp","https://media.zameen.com/thumbnails/295150301-800x600.webp","https://media.zameen.com/thumbnails/295150302-800x600.webp","https://media.zameen.com/thumbnails/295150303-800x600.webp","https://media.zameen.com/thumbnails/295150304-800x600.webp","https://media.zameen.com/thumbnails/295150305-800x600.webp","https://media.zameen.com/thumbnails/295150306-800x600.webp","https://media.zameen.com/thumbnails/295150307-800x600.webp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"230000","house","rent","zameen.com","1 Kanal House for Rent with Solar System in DHA Phase 2 Islamabad","https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_house_for_rent_with_solar_system_in_dha_phase_2_islamabad-53916480-339-4.html"
